SLG,NYSE,SL Green Realty Corporation,9400000000.0,1997,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/slg,
SM,NYSE,SM Energy Company,2440000000.0,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sm,
SFS,NYSE,Smart,507040000.0,2014,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/sfs,
SNN,NYSE,"Smith & Nephew SNATS, Inc.",16760000000.000002,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/snn,
AOS,NYSE,Smith (A.O.) Corporation,10270000000.0,n/a,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/aos,
SNAP,NYSE,Snap Inc.,18100000000.0,2017,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/snap,
SNA,NYSE,Snap-On Incorporated,9040000000.0,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sna,
SQM,NYSE,Sociedad Quimica y Minera S.A.,15750000000.0,1993,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/sqm,
SOI,NYSE,"Solaris Oilfield Infrastructure, Inc.",773250000.0,2017,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/soi,
SAH,NYSE,"Sonic Automotive, Inc.",857430000.0,1997,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/sah,
SON,NYSE,Sonoco Products Company,5110000000.0,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/son,
SNE,NYSE,Sony Corp Ord,58120000000.0,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/sne,
BID,NYSE,Sotheby&#39;s,2350000000.0,1988,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/bid,
SJI,NYSE,"South Jersey Industries, Inc.",2560000000.0,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/sji,
SO,NYSE,Southern Company (The),51690000000.0,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/so,
SCCO,NYSE,Southern Copper Corporation,34030000000.0,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/scco,
LUV,NYSE,Southwest Airlines Company,32240000000.000004,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/luv,
SWX,NYSE,"Southwest Gas Holdings, Inc.",3900000000.0,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/swx,
SWN,NYSE,Southwestern Energy Company,3150000000.0,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/swn,
SEP,NYSE,"Spectra Energy Partners, LP",13250000000.0,2007,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/sep,
SPB           ,NYSE,"Spectrum Brands Holdings, Inc.",6030000000.0,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/spb,
TRK,NYSE,"Speedway Motorsports, Inc.",795180000.0,1995,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/trk,
SR,NYSE,Spire Inc.,3790000000.0,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/sr,
SPR,NYSE,"Spirit Aerosystems Holdings, Inc.",9760000000.0,2006,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/spr,
SRC,NYSE,"Spirit Realty Capital, Inc.",3930000000.0,2013,Consumer Services,Building operators,http://www.nasdaq.com/symbol/src,
SRLP,NYSE,Sprague Resources LP,561330000.0,2013,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/srlp,
S,NYSE,Sprint Corporation,22980000000.0,2013,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/s,
SPXC,NYSE,SPX Corporation,1310000000.0,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/spxc,
FLOW,NYSE,"SPX FLOW, Inc.",1780000000.0,2015,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/flow,
SQ,NYSE,"Square, Inc.",14100000000.0,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sq,
JOE,NYSE,St. Joe Company (The),1200000000.0,n/a,Consumer Services,Homebuilding,http://www.nasdaq.com/symbol/joe,
STAG,NYSE,"Stag Industrial, Inc.",2620000000.0,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/stag,
SMP,NYSE,"Standard Motor Products, Inc.",950210000.0,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/smp,
SXI,NYSE,Standex International Corporation,1300000000.0,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sxi,
SWK,NYSE,"Stanley Black & Decker, Inc.",25330000000.0,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/swk,
STN,NYSE,Stantec Inc,3170000000.0,n/a,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/stn,
SGU,NYSE,"Star Group, L.P.",590180000.0,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/sgu,
STWD,NYSE,"STARWOOD PROPERTY TRUST, INC.",5590000000.0,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/stwd,
SFR,NYSE,Starwood Waypoint Homes,4810000000.0,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sfr,
STT,NYSE,State Street Corporation,33479999999.999996,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stt,
STO,NYSE,Statoil ASA,68390000000.0,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/sto,
SPLP,NYSE,Steel Partners Holdings LP,474810000.0,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/splp,
SCS,NYSE,Steelcase Inc.,1620000000.0,1998,Consumer Durables,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/scs,
SCL,NYSE,Stepan Company,1830000000.0,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/scl,
STE,NYSE,STERIS plc,7440000000.0,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ste,
STL,NYSE,Sterling Bancorp,5410000000.0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stl,
STC,NYSE,Stewart Information Services Corporation,916910000.0,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/stc,
SF,NYSE,Stifel Financial Corporation,3570000000.0,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/sf,
STM,NYSE,STMicroelectronics N.V.,21550000000.0,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/stm,
SGY,NYSE,Stone Energy Corporation,667970000.0,1993,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sgy,
SRI,NYSE,"Stoneridge, Inc.",616620000.0,1997,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/sri,
STOR,NYSE,STORE Capital Corporation,4960000000.0,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/stor,
SYK,NYSE,Stryker Corporation,58460000000.0,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/syk,
RGR,NYSE,"Sturm, Ruger & Company, Inc.",882750000.0,n/a,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/rgr,
SPH,NYSE,"Suburban Propane Partners, L.P.",1550000000.0,1996,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/sph,
SMFG,NYSE,Sumitomo Mitsui Financial Group Inc,55980000000.0,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/smfg,
INN,NYSE,"Summit Hotel Properties, Inc.",1610000000.0,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/inn,
SUM,NYSE,"Summit Materials, Inc.",3270000000.0,2015,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/sum,
SMLP,NYSE,"Summit Midstream Partners, LP",1480000000.0,2012,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/smlp,
SUI,NYSE,"Sun Communities, Inc.",7370000000.0,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sui,
SLF,NYSE,Sun Life Financial Inc.,23960000000.0,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/slf,
SXCP,NYSE,"SunCoke Energy Partners, L.P.",827440000.0,2013,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/sxcp,
SXC,NYSE,"SunCoke Energy, Inc.",686680000.0,2011,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/sxc,
SU,NYSE,Suncor Energy  Inc.,59730000000.0,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/su,
SUN,NYSE,Sunoco LP,3560000000.0,2012,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/sun,
SHO,NYSE,"Sunstone Hotel Investors, Inc.",3680000000.0,2004,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/sho,
STI,NYSE,"SunTrust Banks, Inc.",27650000000.0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sti,
SPN,NYSE,"Superior Energy Services, Inc.",1470000000.0,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/spn,
SVU,NYSE,SuperValu Inc.,610690000.0,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/svu,
SLD,NYSE,Sutherland Asset Management Corporation,481550000.0,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sld,
SWCH,NYSE,"Switch, Inc.",4540000000.0,2017,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/swch,
SYF,NYSE,Synchrony Financial,25320000000.0,2014,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/syf,
SYT,NYSE,Syngenta AG,42560000000.0,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/syt,
SNX,NYSE,Synnex Corporation,5170000000.0,2003,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/snx,
SNV,NYSE,Synovus Financial Corp.,5450000000.0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/snv,
SYY,NYSE,Sysco Corporation,27490000000.0,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/syy,
SYX,NYSE,Systemax Inc.,1110000000.0,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/syx,
DATA,NYSE,"Tableau Software, Inc.",5560000000.0,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/data,
TAHO,NYSE,"Tahoe Resources, Inc.",1390000000.0,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/taho,
TLRD,NYSE,"Tailored Brands, Inc.",723660000.0,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/tlrd,
TSM,NYSE,Taiwan Semiconductor Manufacturing Company Ltd.,220460000000.0,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/tsm,
TAL,NYSE,TAL Education Group,14990000000.0,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/tal,
TEGP,NYSE,"Tallgrass Energy GP, LP",4030000000.0000005,2015,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/tegp,
TEP,NYSE,"Tallgrass Energy Partners, LP",3430000000.0,2013,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/tep,
SKT,NYSE,"Tanger Factory Outlet Centers, Inc.",2120000000.0,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/skt,
TRGP,NYSE,"Targa Resources, Inc.",9550000000.0,2010,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/trgp,
TGT,NYSE,Target Corporation,31620000000.0,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/tgt,
TARO,NYSE,Taro Pharmaceutical Industries Ltd.,4470000000.0,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/taro,
TTM,NYSE,Tata Motors Ltd,22700000000.0,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/ttm,
TCO,NYSE,"Taubman Centers, Inc.",2950000000.0,1992,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/tco,
TMHC,NYSE,Taylor Morrison Home Corporation,2770000000.0,2013,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/tmhc,
TCP,NYSE,"TC PipeLines, LP",3820000000.0,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/tcp,
TCF,NYSE,TCF Financial Corporation,3090000000.0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcf,
TEL,NYSE,TE Connectivity Ltd.,32950000000.000004,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/tel,
FTI,NYSE,TechnipFMC plc,13680000000.0,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/fti,
TECK,NYSE,Teck Resources Ltd,12250000000.0,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/teck,
TK,NYSE,Teekay Corporation,710780000.0,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/tk,
TGP,NYSE,Teekay LNG Partners L.P.,1440000000.0,2005,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/tgp,
TOO,NYSE,Teekay Offshore Partners L.P.,413990000.0,2006,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/too,
GCI,NYSE,TEGNA Inc.,1100000000.0,2015,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/gci,
TGNA,NYSE,TEGNA Inc.,2540000000.0,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/tgna,
TRC,NYSE,Tejon Ranch Co,410160000.0,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/trc,
HQH,NYSE,Tekla Healthcare Investors,938580000.0,1987,n/a,n/a,http://www.nasdaq.com/symbol/hqh,
THQ,NYSE,Tekla Healthcare Opportunies Fund,762220000.0,2014,n/a,n/a,http://www.nasdaq.com/symbol/thq,
HQL,NYSE,Tekla Life Sciences Investors,434040000.0,1992,n/a,n/a,http://www.nasdaq.com/symbol/hql,
THW,NYSE,Tekla World Healthcare Fund,426440000.0,2015,n/a,n/a,http://www.nasdaq.com/symbol/thw,
TDOC,NYSE,"Teladoc, Inc.",1780000000.0,2015,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/tdoc,
TEO,NYSE,Telecom Argentina Stet - France Telecom S.A.,6330000000.0,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/teo,
TI,NYSE,Telecom Italia S.P.A.,18140000000.0,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/ti,
TDY,NYSE,Teledyne Technologies Incorporated,6510000000.0,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tdy,
TFX,NYSE,Teleflex Incorporated,11720000000.0,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/tfx,
VIV,NYSE,Telefonica Brasil S.A.,25250000000.0,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/viv,
TEF,NYSE,Telefonica SA,52490000000.0,1988,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tef,
TDS,NYSE,"Telephone and Data Systems, Inc.",3000000000.0,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tds,
TU,NYSE,TELUS Corporation,21840000000.0,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tu,
TDF,NYSE,"Templeton Dragon Fund, Inc.",747220000.0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tdf,
TEI,NYSE,"Templeton Emerging Markets Income Fund, Inc.",552940000.0,1993,n/a,n/a,http://www.nasdaq.com/symbol/tei,
GIM,NYSE,"Templeton Global Income Fund, Inc.",890720000.0,1988,n/a,n/a,http://www.nasdaq.com/symbol/gim,
TPX,NYSE,"Tempur Sealy International, Inc.",2770000000.0,2003,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/tpx,
TS,NYSE,Tenaris S.A.,17860000000.0,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/ts,
THC,NYSE,Tenet Healthcare Corporation,1330000000.0,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/thc,
TNC,NYSE,Tennant Company,1190000000.0,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tnc,
TEN,NYSE,Tenneco Inc.,2990000000.0,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/ten,
TDC,NYSE,Teradata Corporation,4360000000.0,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/tdc,
TER,NYSE,"Teradyne, Inc.",8610000000.0,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/ter,
TEX,NYSE,Terex Corporation,4179999999.9999995,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/tex,
TX,NYSE,Ternium S.A.,5600000000.0,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/tx,
TNH,NYSE,"Terra Nitrogen Company, L.P.",1570000000.0,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/tnh,
TRNO,NYSE,Terreno Realty Corporation,1950000000.0,2010,Finance,Real Estate,http://www.nasdaq.com/symbol/trno,
TEVA,NYSE,Teva Pharmaceutical Industries Limited,11880000000.0,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/teva,
TPL,NYSE,Texas Pacific Land Trust,3240000000.0,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tpl,
TGH,NYSE,Textainer Group Holdings Limited,1090000000.0,2007,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/tgh,
TXT,NYSE,Textron Inc.,14300000000.0,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/txt,
AES,NYSE,The AES Corporation,6940000000.0,n/a,Basic Industries,Electric Utilities: Central,http://www.nasdaq.com/symbol/aes,
BX,NYSE,The Blackstone Group L.P.,39420000000.0,2007,Finance,Investment Managers,http://www.nasdaq.com/symbol/bx,
SCHW,NYSE,The Charles Schwab Corporation,59120000000.0,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/schw,
THG,NYSE,"The Hanover Insurance Group, Inc.",4510000000.0,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/thg,
MSG,NYSE,The Madison Square Garden Company,5310000000.0,2015,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/msg,
TRV,NYSE,"The Travelers Companies, Inc.",36600000000.0,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/trv,
TMO,NYSE,Thermo Fisher Scientific Inc,77320000000.0,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tmo,
THR,NYSE,"Thermon Group Holdings, Inc.",680910000.0,2011,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/thr,
TPRE,NYSE,Third Point Reinsurance Ltd.,1800000000.0,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/tpre,
TRI,NYSE,Thomson Reuters Corp,31730000000.0,n/a,Consumer Services,Publishing,http://www.nasdaq.com/symbol/tri,
THO,NYSE,"Thor Industries, Inc.",6730000000.0,n/a,Consumer Non-Durables,Homebuilding,http://www.nasdaq.com/symbol/tho,
TDW,NYSE,Tidewater Inc.,504410000.0,2017,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/tdw,
TIER,NYSE,"TIER REIT, Inc.",943940000.0,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/tier,
TIF,NYSE,Tiffany & Co.,11500000000.0,1987,Consumer Services,Consumer Specialties,http://www.nasdaq.com/symbol/tif,
TSU,NYSE,TIM Participacoes S.A.,8480000000.0,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tsu,
TIME,NYSE,Time Inc.,1060000000.0,2014,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/time,
TWX,NYSE,Time Warner Inc.,73700000000.0,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/twx,
TKR,NYSE,Timken Company (The),3640000000.0,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/tkr,
TMST,NYSE,Timken Steel Corporation,632400000.0,2014,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/tmst,
TWI,NYSE,"Titan International, Inc.",672230000.0,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/twi,
TJX,NYSE,"TJX Companies, Inc. (The)",43460000000.0,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/tjx,
TOL,NYSE,Toll Brothers Inc.,7180000000.0,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/tol,
TR,NYSE,"Tootsie Roll Industries, Inc.",2200000000.0,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/tr,
BLD,NYSE,TopBuild Corp.,2240000000.0,2015,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/bld,
TMK,NYSE,Torchmark Corporation,9910000000.0,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/tmk,
TTC,NYSE,Toro Company (The),6760000000.0,n/a,Capital Goods,Tools/Hardware,http://www.nasdaq.com/symbol/ttc,
TD,NYSE,Toronto Dominion Bank (The),106290000000.0,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/td,
TYG,NYSE,Tortoise Energy Infrastructure Corporation,1340000000.0,2004,n/a,n/a,http://www.nasdaq.com/symbol/tyg,
NTG,NYSE,"Tortoise MLP Fund, Inc.",826730000.0,2010,n/a,n/a,http://www.nasdaq.com/symbol/ntg,
TOT,NYSE,Total S.A.,143600000000.0,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tot,
TSS,NYSE,"Total System Services, Inc.",13270000000.0,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/tss,
TOWR,NYSE,"Tower International, Inc.",642540000.0,2010,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/towr,
